"","meanNDVI","date"
"NDVI_20120328_clip_20161215064545_335042100",0.62085675735593,2012-03-28
"NDVI_20120329_clip_20161215064546_1811635680",0.699991626020626,2012-03-29
"NDVI_20120330_clip_20161215064547_532686932",0.706203387923704,2012-03-30
"NDVI_20120331_clip_20161215064547_1662007769",0.497365052077411,2012-03-31
"NDVI_20120401_clip_20161215064646_1348528354",0.765407582269627,2012-04-01
"NDVI_20120402_clip_20161215064648_1793909429",0.778708177509019,2012-04-02
"NDVI_20120403_clip_20161215064649_1149067385",0.67922059377877,2012-04-03
"NDVI_20120404_clip_20161215064649_866227733",0.807349223192512,2012-04-04
"NDVI_20120405_clip_20161215064650_2025185843",0.786200424556892,2012-04-05
"NDVI_20120406_clip_20161215064651_212036839",0.830245566308808,2012-04-06
"NDVI_20120407_clip_20161215064652_377987499",0.778208665821463,2012-04-07
"NDVI_20120408_clip_20161215064652_950914094",0.807634167566636,2012-04-08
"NDVI_20120409_clip_20161215064653_804852026",0.668785953705893,2012-04-09
"NDVI_20120410_clip_20161215064654_2033528277",0.53182621218442,2012-04-10
"NDVI_20120411_clip_20161215064655_793801993",0.614622849965232,2012-04-11
"NDVI_20120412_clip_20161215064655_345732446",0.588855027445494,2012-04-12
"NDVI_20120413_clip_20161215064656_106507744",0.614928177372656,2012-04-13
"NDVI_20120414_clip_20161215064657_1740640500",0.639632312558791,2012-04-14
"NDVI_20120415_clip_20161215064657_1699944397",0.830560163223875,2012-04-15
"NDVI_20120416_clip_20161215064658_931065432",0.785597239081184,2012-04-16
"NDVI_20120417_clip_20161215064659_100498518",0.765246178449246,2012-04-17
"NDVI_20120418_clip_20161215064700_1210354714",0.797406586223862,2012-04-18
"NDVI_20120419_clip_20161215064701_1219234686",0.799644144055862,2012-04-19
"NDVI_20120420_clip_20161215064701_1120825201",0.808937479462752,2012-04-20
"NDVI_20120421_clip_20161215064702_1406188492",0.786538102751527,2012-04-21
"NDVI_20120422_clip_20161215064703_949638185",0.832778249644869,2012-04-22
"NDVI_20120423_clip_20161215064703_267794530",0.788478498853477,2012-04-23
"NDVI_20120424_clip_20161215064704_435216204",0.713258922442896,2012-04-24
"NDVI_20120425_clip_20161215064705_28433835",0.569504496763476,2012-04-25
"NDVI_20120426_clip_20161215064706_1134215705",0.616839729888067,2012-04-26
"NDVI_20120427_clip_20161215064706_1065730546",0.806598237595502,2012-04-27
"NDVI_20120428_clip_20161215064707_926691869",0.787282725142326,2012-04-28
"NDVI_20120429_clip_20161215064708_283000352",0.799710830456952,2012-04-29
"NDVI_20120430_clip_20161215064709_1725313958",0.772282739141379,2012-04-30
"NDVI_20120501_clip_20161215064709_889954052",0.798392755922427,2012-05-01
"NDVI_20120502_clip_20161215064710_1378247024",0.75563315556232,2012-05-02
"NDVI_20120503_clip_20161215064711_604236254",0.742723644752929,2012-05-03
"NDVI_20120504_clip_20161215064712_219392163",0.768432999383787,2012-05-04
"NDVI_20120505_clip_20161215064712_527219654",0.765440765295175,2012-05-05
"NDVI_20120506_clip_20161215064713_1925757721",0.776788652723439,2012-05-06
"NDVI_20120507_clip_20161215064714_396527247",0.754515649287563,2012-05-07
"NDVI_20120508_clip_20161215064715_1192736175",0.780368338009441,2012-05-08
"NDVI_20120509_clip_20161215064716_1424781195",0.745380503187075,2012-05-09
"NDVI_20120510_clip_20161215064716_822435578",0.771059730907645,2012-05-10
"NDVI_20120512_clip_20161215064717_1890116402",0.757543771859204,2012-05-12
"NDVI_20120513_clip_20161215064718_2034165784",0.667762495618933,2012-05-13
"NDVI_20120514_clip_20161215064719_1552169113",0.742183755650845,2012-05-14
"NDVI_20120515_clip_20161215064719_968113983",0.751820322400751,2012-05-15
"NDVI_20120516_clip_20161215064720_544624016",0.729936492656733,2012-05-16
"NDVI_20120517_clip_20161215064721_339756668",0.767536932685169,2012-05-17
"NDVI_20120518_clip_20161215064722_112914688",0.728025240039228,2012-05-18
"NDVI_20120519_clip_20161215064722_1931622910",0.751661114981354,2012-05-19
"NDVI_20120520_clip_20161215064723_1014660343",0.739705032303453,2012-05-20
"NDVI_20120521_clip_20161215064724_1233710254",0.726158911657572,2012-05-21
"NDVI_20120522_clip_20161215064725_1616557542",0.75028182640308,2012-05-22
"NDVI_20120523_clip_20161215064725_879697469",0.727647647382673,2012-05-23
"NDVI_20120524_clip_20161215064726_1250086703",0.766903793667184,2012-05-24
"NDVI_20120525_clip_20161215064727_351624356",0.615225426102957,2012-05-25
"NDVI_20120526_clip_20161215064728_1223791081",0.74739401720761,2012-05-26
"NDVI_20120527_clip_20161215064728_835907433",0.732404144025318,2012-05-27
"NDVI_20120528_clip_20161215064729_1453772340",0.744755254544793,2012-05-28
"NDVI_20120529_clip_20161215064730_420880258",0.742265204690345,2012-05-29
"NDVI_20120530_clip_20161215064731_1071184126",0.733353025335487,2012-05-30
"NDVI_20120531_clip_20161215064731_1410787180",0.755559087842025,2012-05-31
"NDVI_20120601_clip_20161215064732_784628644",0.725516991415017,2012-06-01
"NDVI_20120601_clip_20161215064843_1916654222",0.725516991415017,2012-06-01
"NDVI_20120602_clip_20161215064733_1923241935",0.761442762832869,2012-06-02
"NDVI_20120602_clip_20161215064844_1480616998",0.761442762832869,2012-06-02
"NDVI_20120603_clip_20161215064734_687091070",0.72594765321137,2012-06-03
"NDVI_20120603_clip_20161215064845_1561429412",0.72594765321137,2012-06-03
"NDVI_20120604_clip_20161215064734_493266583",0.504150074763393,2012-06-04
"NDVI_20120604_clip_20161215064845_1734754967",0.504150074763393,2012-06-04
"NDVI_20120605_clip_20161215064735_1500296291",0.743880111554331,2012-06-05
"NDVI_20120605_clip_20161215064846_674752668",0.743880111554331,2012-06-05
"NDVI_20120607_clip_20161215064736_1723825529",0.756121977063441,2012-06-07
"NDVI_20120607_clip_20161215064847_784629510",0.756121977063441,2012-06-07
"NDVI_20120608_clip_20161215064737_1274377299",0.734980733484235,2012-06-08
"NDVI_20120608_clip_20161215064848_1304553691",0.734980733484235,2012-06-08
"NDVI_20120609_clip_20161215064737_332871426",0.767040475336594,2012-06-09
"NDVI_20120609_clip_20161215064848_1545819085",0.767040475336594,2012-06-09
"NDVI_20120610_clip_20161215064738_47940403",0.725623256958739,2012-06-10
"NDVI_20120610_clip_20161215064849_13530198",0.725623256958739,2012-06-10
"NDVI_20120611_clip_20161215064739_1177947379",0.761688255328485,2012-06-11
"NDVI_20120611_clip_20161215064850_591833624",0.761688255328485,2012-06-11
"NDVI_20120612_clip_20161215064740_25065980",0.735757299170212,2012-06-12
"NDVI_20120612_clip_20161215064851_1769121558",0.735757299170212,2012-06-12
"NDVI_20120613_clip_20161215064741_1732746458",0.749926504968264,2012-06-13
"NDVI_20120613_clip_20161215064851_1777133810",0.749926504968264,2012-06-13
"NDVI_20120614_clip_20161215064741_535518852",0.749221843512469,2012-06-14
"NDVI_20120614_clip_20161215064852_1044227769",0.749221843512469,2012-06-14
"NDVI_20120615_clip_20161215064742_490055501",0.730500781783515,2012-06-15
"NDVI_20120615_clip_20161215064853_848539510",0.730500781783515,2012-06-15
"NDVI_20120616_clip_20161215064743_168276208",0.76027995052989,2012-06-16
"NDVI_20120616_clip_20161215064854_571066754",0.76027995052989,2012-06-16
"NDVI_20120617_clip_20161215064744_985533718",0.72931849806953,2012-06-17
"NDVI_20120617_clip_20161215064854_1773613488",0.72931849806953,2012-06-17
"NDVI_20120618_clip_20161215064744_1031237475",0.773359648160512,2012-06-18
"NDVI_20120618_clip_20161215064855_671587574",0.773359648160512,2012-06-18
"NDVI_20120619_clip_20161215064745_1871664840",0.73272612225959,2012-06-19
"NDVI_20120619_clip_20161215064856_541644905",0.73272612225959,2012-06-19
"NDVI_20120620_clip_20161215064746_781197170",NA,2012-06-20
"NDVI_20120620_clip_20161215064857_1191091191",NA,2012-06-20
"NDVI_20120621_clip_20161215064747_1945956292",0.748572160158337,2012-06-21
"NDVI_20120621_clip_20161215064857_742494453",0.748572160158337,2012-06-21
"NDVI_20120622_clip_20161215064747_721642427",0.751790160803312,2012-06-22
"NDVI_20120622_clip_20161215064858_1020000564",0.751790160803312,2012-06-22
"NDVI_20120623_clip_20161215064748_296559896",0.754091605225669,2012-06-23
"NDVI_20120623_clip_20161215064859_1288104441",0.754091605225669,2012-06-23
"NDVI_20120624_clip_20161215064749_752322094",0.740696292566986,2012-06-24
"NDVI_20120624_clip_20161215064900_1463206267",0.740696292566986,2012-06-24
"NDVI_20120625_clip_20161215064750_1777333874",0.788038037719559,2012-06-25
"NDVI_20120625_clip_20161215064900_2020959206",0.788038037719559,2012-06-25
"NDVI_20120626_clip_20161215064750_821625126",0.735582438263537,2012-06-26
"NDVI_20120626_clip_20161215064901_733122486",0.735582438263537,2012-06-26
"NDVI_20120627_clip_20161215064751_5166063",0.776173585211094,2012-06-27
"NDVI_20120627_clip_20161215064902_1243025644",0.776173585211094,2012-06-27
"NDVI_20120628_clip_20161215064752_752280986",0.747019156050506,2012-06-28
"NDVI_20120628_clip_20161215064903_450171827",0.747019156050506,2012-06-28
"NDVI_20120629_clip_20161215064753_1498449883",0.765612190070497,2012-06-29
"NDVI_20120629_clip_20161215064903_532532580",0.765612190070497,2012-06-29
"NDVI_20120630_clip_20161215064753_246010774",0.76428380714191,2012-06-30
"NDVI_20120630_clip_20161215064904_263050222",0.76428380714191,2012-06-30
"NDVI_20120701_clip_20161215064905_249628375",0.756698483546149,2012-07-01
"NDVI_20120702_clip_20161215064906_1938903028",0.780547653160464,2012-07-02
"NDVI_20120703_clip_20161215064907_917928239",0.747744052502051,2012-07-03
"NDVI_20120704_clip_20161215064908_1039767340",0.793590571459188,2012-07-04
"NDVI_20120705_clip_20161215064908_1726813795",0.748815998220338,2012-07-05
"NDVI_20120706_clip_20161215064909_1821110943",0.780781819149025,2012-07-06
"NDVI_20120707_clip_20161215064910_82232899",0.765355752860198,2012-07-07
"NDVI_20120708_clip_20161215064911_367351125",0.770403811611426,2012-07-08
"NDVI_20120709_clip_20161215064912_92812679",0.782078640574806,2012-07-09
"NDVI_20120710_clip_20161215064912_831761985",0.760555095566449,2012-07-10
"NDVI_20120711_clip_20161215064913_839446595",0.807261283682678,2012-07-11
"NDVI_20120712_clip_20161215064914_415323951",0.753968795345798,2012-07-12
"NDVI_20120713_clip_20161215064915_1111172768",0.795859945322242,2012-07-13
"NDVI_20120714_clip_20161215064915_1287474663",0.767297930659887,2012-07-14
"NDVI_20120715_clip_20161215064916_1685919606",0.785162504832855,2012-07-15
"NDVI_20120716_clip_20161215064917_713105252",0.784102649206368,2012-07-16
"NDVI_20120717_clip_20161215064918_432063234",0.772891952504011,2012-07-17
"NDVI_20120718_clip_20161215064918_1805455662",0.795887307108949,2012-07-18
"NDVI_20120719_clip_20161215064919_1699725559",0.715553228601747,2012-07-19
"NDVI_20120720_clip_20161215064920_1332926670",0.809175717903288,2012-07-20
"NDVI_20120721_clip_20161215064921_89692614",0.767968485330392,2012-07-21
"NDVI_20120722_clip_20161215064921_2121881170",0.795058944924414,2012-07-22
"NDVI_20120723_clip_20161215064922_1474925306",0.784805019907927,2012-07-23
"NDVI_20120724_clip_20161215064923_1421280715",0.791094285662653,2012-07-24
"NDVI_20120725_clip_20161215064924_2039587397",0.797320301147642,2012-07-25
"NDVI_20120726_clip_20161215064924_2037213108",0.778620619791557,2012-07-26
"NDVI_20120727_clip_20161215064925_106682776",0.82080142291472,2012-07-27
"NDVI_20120728_clip_20161215064926_1522827683",0.773904847668661,2012-07-28
"NDVI_20120729_clip_20161215064927_337785572",0.81221503971786,2012-07-29
"NDVI_20120730_clip_20161215064927_272228866",0.781150248788636,2012-07-30
"NDVI_20120731_clip_20161215064928_1597834036",0.798398991864514,2012-07-31
"NDVI_20120801_clip_20161215064929_1335805663",0.793101113637445,2012-08-01
"NDVI_20120802_clip_20161215064930_609025861",0.785758737254816,2012-08-02
"NDVI_20120803_clip_20161215064930_223016457",0.775704744177475,2012-08-03
"NDVI_20120804_clip_20161215064931_1474080295",0.607169382347584,2012-08-04
"NDVI_20120805_clip_20161215064932_854019396",0.821244302066998,2012-08-05
"NDVI_20120806_clip_20161215064933_2031942304",0.779256940412646,2012-08-06
"NDVI_20120807_clip_20161215064933_5242161",0.80608676308027,2012-08-07
"NDVI_20120808_clip_20161215064934_94958158",0.787793690601061,2012-08-08
"NDVI_20120810_clip_20161215064935_252673951",0.798006000248929,2012-08-10
"NDVI_20120811_clip_20161215064936_1750334388",0.778626855733643,2012-08-11
"NDVI_20120812_clip_20161215064937_746805099",0.828606277124757,2012-08-12
"NDVI_20120813_clip_20161215064937_1948552592",0.771167269092609,2012-08-13
"NDVI_20120814_clip_20161215064938_868472021",0.77931913151433,2012-08-14
"NDVI_20120815_clip_20161215064939_1037844367",0.77890887303291,2012-08-15
"NDVI_20120816_clip_20161215064940_699376819",0.796547426121267,2012-08-16
"NDVI_20120817_clip_20161215064940_1695709789",0.787682970812991,2012-08-17
"NDVI_20120818_clip_20161215064941_318474",0.61893484357229,2012-08-18
"NDVI_20120819_clip_20161215064942_2094597088",0.799332219687404,2012-08-19
"NDVI_20120820_clip_20161215064943_1928220176",0.775879477820027,2012-08-20
"NDVI_20120821_clip_20161215064943_1076105465",0.815042339501486,2012-08-21
"NDVI_20120822_clip_20161215064944_1947820705",0.77214758464146,2012-08-22
"NDVI_20120823_clip_20161215064945_2053657191",0.798987079382525,2012-08-23
"NDVI_20120824_clip_20161215064946_1041398975",0.778455812750694,2012-08-24
"NDVI_20120825_clip_20161215064946_1978193495",0.78077621952756,2012-08-25
"NDVI_20120826_clip_20161215064947_392280470",0.784686155215907,2012-08-26
"NDVI_20120827_clip_20161215064948_1040745661",0.7731704064078,2012-08-27
"NDVI_20120828_clip_20161215064949_1168735884",0.814367839643131,2012-08-28
"NDVI_20120829_clip_20161215064949_474135602",0.766044506300465,2012-08-29
"NDVI_20120830_clip_20161215064950_1407348974",0.79876576707051,2012-08-30
"NDVI_20120831_clip_20161215064951_1656620626",0.76680198236781,2012-08-31
"NDVI_20121001_clip_20161215065025_307061780",0.75666081336538,2012-10-01
"NDVI_20121002_clip_20161215065026_415471765",0.722735761244358,2012-10-02
"NDVI_20121003_clip_20161215065027_1706285762",0.734126791210732,2012-10-03
"NDVI_20121004_clip_20161215065028_452545672",0.726510542432786,2012-10-04
"NDVI_20121006_clip_20161215065029_1793020877",0.73465595543923,2012-10-06
"NDVI_20121007_clip_20161215065029_815968996",0.716845341254931,2012-10-07
"NDVI_20121008_clip_20161215065030_1605813373",0.759751931678509,2012-10-08
"NDVI_20121009_clip_20161215065031_1464081172",0.71706767167994,2012-10-09
"NDVI_20121010_clip_20161215065032_1516514470",0.737862120520653,2012-10-10
"NDVI_20121011_clip_20161215065032_2091681741",0.495359408048685,2012-10-11
"NDVI_20121013_clip_20161215065033_256018161",0.735633343913224,2012-10-13
"NDVI_20121014_clip_20161215065034_958322216",0.7219519415033,2012-10-14
"NDVI_20121015_clip_20161215065035_1931396505",0.746595621045108,2012-10-15
"NDVI_20121016_clip_20161215065035_45367225",0.71943529344689,2012-10-16
"NDVI_20121017_clip_20161215065036_1449579577",0.75049753909363,2012-10-17
"NDVI_20121018_clip_20161215065037_1918617125",0.715297427712068,2012-10-18
"NDVI_20121019_clip_20161215065038_809339333",0.73322728838076,2012-10-19
"NDVI_20121020_clip_20161215065038_170693746",0.72452140417126,2012-10-20
"NDVI_20121021_clip_20161215065039_1823654889",0.6799112561809,2012-10-21
"NDVI_20121022_clip_20161215065040_725217065",0.511708644371387,2012-10-22
"NDVI_20121023_clip_20161215065041_1757135996",0.609461141852467,2012-10-23
"NDVI_20121024_clip_20161215065041_1583798254",0.648077614085519,2012-10-24
"NDVI_20121025_clip_20161215065042_826274640",0.71499606626592,2012-10-25
"NDVI_20121026_clip_20161215065043_32045163",0.747761996743566,2012-10-26
"NDVI_20121027_clip_20161215065044_951732005",0.720694571956027,2012-10-27
"NDVI_20121028_clip_20161215065044_453979494",0.725967760942997,2012-10-28
"NDVI_20121029_clip_20161215065045_1441518712",0.726911424424073,2012-10-29
"NDVI_20121030_clip_20161215065046_177010445",0.712152603938519,2012-10-30
"NDVI_20121031_clip_20161215065047_1926020589",0.522607326290197,2012-10-31
"NDVI_20121101_clip_20161215065047_640459961",0.516313351762875,2012-11-01
"NDVI_20121102_clip_20161215065048_785514964",0.724265730545706,2012-11-02
"NDVI_20121103_clip_20161215065049_1836605040",0.718982614957047,2012-11-03
"NDVI_20121104_clip_20161215065050_1764003619",0.739321076440687,2012-11-04
"NDVI_20121105_clip_20161215065050_196022064",0.72566856298696,2012-11-05
"NDVI_20121106_clip_20161215065051_2019322848",0.718071149299398,2012-11-06
"NDVI_20121107_clip_20161215065052_1151627108",0.731891291048297,2012-11-07
"NDVI_20121108_clip_20161215065053_1898290446",0.705908644212015,2012-11-08
"NDVI_20121109_clip_20161215065053_1728331492",0.627459358917159,2012-11-09
"NDVI_20121110_clip_20161215065054_266140544",0.689908865553921,2012-11-10
"NDVI_20121111_clip_20161215065055_168815486",0.739087801300996,2012-11-11
"NDVI_20121112_clip_20161215065056_1442967883",0.718849751211364,2012-11-12
"NDVI_20121113_clip_20161215065056_885942196",0.721912871417165,2012-11-13
"NDVI_20121114_clip_20161215065057_1356454027",0.683714544533153,2012-11-14
"NDVI_20121115_clip_20161215065058_2140678792",0.602111770692944,2012-11-15
"NDVI_20121116_clip_20161215065059_1131675844",0.516105767915087,2012-11-16
"NDVI_20121117_clip_20161215065059_13047649",0.524170756080019,2012-11-17
"NDVI_20121118_clip_20161215065100_1051589852",0.614426087393312,2012-11-18
"NDVI_20121119_clip_20161215065101_581586529",0.715107931431108,2012-11-19
"NDVI_20121120_clip_20161215065102_762290586",0.664372925563172,2012-11-20
"NDVI_20121121_clip_20161215065102_1781095709",0.508310908627608,2012-11-21
"NDVI_20121122_clip_20161215065103_646837559",0.683493359485262,2012-11-22
"NDVI_20121123_clip_20161215065104_437583872",0.704093476008295,2012-11-23
"NDVI_20121124_clip_20161215065105_847997682",0.698791244608123,2012-11-24
"NDVI_20121125_clip_20161215065105_1253940464",0.789817587144457,2012-11-25
"NDVI_20121126_clip_20161215065106_736461914",0.6960497470371,2012-11-26
"NDVI_20121127_clip_20161215065107_1341054072",0.522301892392074,2012-11-27
"NDVI_20121128_clip_20161215065108_1582470240",0.490495791030854,2012-11-28
"NDVI_20121129_clip_20161215065108_499785984",0.494328601568352,2012-11-29
"NDVI_20121130_clip_20161215065109_950337249",0.487850024145585,2012-11-30
"NDVI_20121201_clip_20161215065110_216522327",0.499425020686783,2012-12-01
"NDVI_20121202_clip_20161215065111_938944593",0.496439488840294,2012-12-02
"NDVI_20121203_clip_20161215065111_1538612234",0.728297203472682,2012-12-03
"NDVI_20121204_clip_20161215065112_822565798",0.50693869458061,2012-12-04
"NDVI_20121205_clip_20161215065113_1988761780",0.492695892064573,2012-12-05
"NDVI_20121206_clip_20161215065114_9678895",0.507183932547978,2012-12-06
"NDVI_20121207_clip_20161215065114_2132128107",0.701665536488465,2012-12-07
"NDVI_20121208_clip_20161215065115_2131863476",0.525386774763117,2012-12-08
"NDVI_20121209_clip_20161215065116_311540929",0.707738575054145,2012-12-09
"NDVI_20121210_clip_20161215065117_1083597272",0.738028200202757,2012-12-10
"NDVI_20121211_clip_20161215065117_645003907",0.786031567991921,2012-12-11
"NDVI_20121212_clip_20161215065118_315584238",0.50219401700345,2012-12-12
"NDVI_20121213_clip_20161215065119_153744098",0.651718446190592,2012-12-13
"NDVI_20121214_clip_20161215065120_1916148140",0.539115010370753,2012-12-14
"NDVI_20121215_clip_20161215065120_1793510461",0.537462994774281,2012-12-15
"NDVI_20121216_clip_20161215065121_1095949921",0.662727926864871,2012-12-16
"NDVI_20121217_clip_20161215065122_283468216",0.517850468431896,2012-12-17
"NDVI_20121218_clip_20161215065123_1889465622",0.863620937856801,2012-12-18
"NDVI_20121220_clip_20161215065123_1299740474",0.810173723165405,2012-12-20
"NDVI_20121221_clip_20161215065124_1652298151",0.506092273023604,2012-12-21
"NDVI_20121222_clip_20161215065125_2121767409",0.492115524899577,2012-12-22
"NDVI_20121223_clip_20161215065126_2010259187",0.495352990354734,2012-12-23
"NDVI_20121224_clip_20161215065126_948322061",0.753956068933376,2012-12-24
"NDVI_20121225_clip_20161215065127_1438975285",0.500217494388288,2012-12-25
"NDVI_20121226_clip_20161215065128_217053036",0.528260341300039,2012-12-26
"NDVI_20121227_clip_20161215065128_2017602781",0.679469420517146,2012-12-27
"NDVI_20121228_clip_20161215065129_1140480056",0.508790801854647,2012-12-28
"NDVI_20121229_clip_20161215065130_1076676360",0.68773824018894,2012-12-29
"NDVI_20121230_clip_20161215065131_305141150",0.750949835791101,2012-12-30
"NDVI_20121231_clip_20161215065131_999215752",0.753325602462001,2012-12-31
